id;theme;soustheme;type;question;reponse
763;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : John Locke est lié à L'empirisme ?;Vrai
764;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Herman Melville ?;Moby Dick
765;Géographie;Capitales;vrai/faux;Vrai ou faux : Gitega est la capitale de Burundi ?;Vrai
766;Économie & Finance;Concepts & crises;vrai/faux;Vrai ou faux : Prix Nobel d'économie 2001 pour l'asymétrie d'information — Joseph Stiglitz ?;Vrai
767;Histoire;Dates clés;vrai/faux;Vrai ou faux : Couronnement de Charlemagne a eu lieu en 800 ?;Vrai
768;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Os le plus long du corps humain — Le fémur ?;Vrai
769;Médecine & Corps humain;Anatomie/Soins;ouverte;Nom de la vitamine C;Acide ascorbique
770;Géographie;Capitales;ouverte;De quel pays Djouba est-elle la capitale ?;Soudan du Sud
771;Géographie;Capitales;ouverte;Quelle est la capitale de Oman ?;Mascate
772;Géographie;Capitales;ouverte;Quelle est la capitale de Djibouti ?;Djibouti
773;Géographie;Capitales;vrai/faux;Vrai ou faux : Séoul est la capitale de Corée du Sud ?;Vrai
774;Géographie;Capitales;ouverte;Quelle est la capitale de République démocratique du Congo ?;Kinshasa
775;Société & Médias;Réseaux, slogans, démographie;vrai/faux;Vrai ou faux : Premier journal quotidien français — La Presse (1836) ?;Vrai
776;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Ray Bradbury ?;Fahrenheit 451
777;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Impasse des deux palais » ?;Naguib Mahfouz
778;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Seychelles est Oulan-Bator ?;Faux (c'est Victoria)
779;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Percy Spencer ?;Four à micro-ondes
780;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Robert Jarvik ?;Cœur artificiel
781;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Le Nom de la rose » ?;Umberto Eco
782;Cinéma & Séries;Films, prix, répliques;vrai/faux;Vrai ou faux : Acteur principal de 'Forrest Gump' — Tom Hanks ?;Vrai
783;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Le Seigneur des Anneaux » ?;J. R. R. Tolkien
784;Histoire;Dates clés;vrai/faux;Vrai ou faux : Baptême de Clovis a eu lieu en 496 ?;Vrai
785;Géographie;Capitales;vrai/faux;Vrai ou faux : Naypyidaw est la capitale de Myanmar ?;Vrai
786;Géographie;Capitales;ouverte;De quel pays Ottawa est-elle la capitale ?;Canada
787;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Pacemaker implantable ?;Paul Zoll
788;Économie & Finance;Concepts & crises;ouverte;Prix Nobel d'économie 2001 pour l'asymétrie d'information;Joseph Stiglitz
789;Théâtre & Danse;Pièces, opéras, ballets;vrai/faux;Vrai ou faux : Opéra 'Carmen' compositeur — Georges Bizet ?;Vrai
790;Géographie;Capitales;ouverte;Quelle est la capitale de Japon ?;Tokyo
791;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Albert Camus ?;L'absurde
792;Histoire;Dates clés;vrai/faux;Vrai ou faux : Bombardement d'Hiroshima a eu lieu en 1945 ?;Vrai
793;Géographie;Capitales;vrai/faux;Vrai ou faux : Tegucigalpa est la capitale de Honduras ?;Vrai
794;Nature & Environnement;Faune, flore et climat;ouverte;Forêt tropicale couvrant l'Amazonie;Amazonie
795;Gastronomie;Plats & produits;vrai/faux;Vrai ou faux : Pâte italienne farcie de viande ou ricotta — Ravioli ?;Vrai
796;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Marilyn Diptych » ?;Andy Warhol
797;Géographie;Capitales;vrai/faux;Vrai ou faux : Caracas est la capitale de Venezuela ?;Vrai
798;Technologies du quotidien;Objets & internet;vrai/faux;Vrai ou faux : Système d'exploitation mobile de Google — Android ?;Vrai
799;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « La Naissance de Vénus » ?;Sandro Botticelli
800;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : CRISPR-Cas9 ?;Jennifer Doudna et Emmanuelle Charpentier
801;Langue française & Linguistique;Mots, figures et étymologie;ouverte;Académie française fondée en;1635
802;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de El Salvador est Antananarivo ?;Faux (c'est San Salvador)
803;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Printemps arabe ?;2011
804;Géographie;Capitales;ouverte;Quelle est la capitale de Turquie ?;Ankara
805;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Moteur à explosion ?;Étienne Lenoir
806;Sport;Records & événements;ouverte;Record du 100 m masculin (9,58 s);Usain Bolt
807;Médecine & Corps humain;Anatomie/Soins;ouverte;Découverte du vaccin contre la variole;Edward Jenner
808;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « À la recherche du temps perdu » est de Marcel Proust ?;Vrai
809;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Bangladesh est Séoul ?;Faux (c'est Dacca)
810;Géographie;Capitales;ouverte;De quel pays San Salvador est-elle la capitale ?;El Salvador
811;Géographie;Capitales;ouverte;De quel pays Berne est-elle la capitale ?;Suisse
812;Géographie;Capitales;vrai/faux;Vrai ou faux : Colombo est la capitale de Sri Lanka ?;Vrai
813;Sport;Records & événements;ouverte;Sport pratiqué par Michael Phelps;Natation
814;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 496 ?;Baptême de Clovis
815;Histoire;Dates clés;vrai/faux;Vrai ou faux : Printemps arabe a eu lieu en 2011 ?;Vrai
816;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Jules Verne ?;Vingt mille lieues sous les mers
817;Société & Médias;Réseaux, slogans, démographie;ouverte;Série de comics 'Spider-Man' publiée par;Marvel
818;Géographie;Capitales;vrai/faux;Vrai ou faux : Paris est la capitale de France ?;Vrai
819;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « La Servante écarlate » ?;Margaret Atwood
820;Géographie;Capitales;ouverte;Quelle est la capitale de Russie ?;Moscou
821;Géographie;Capitales;ouverte;De quel pays Manama est-elle la capitale ?;Bahreïn
822;Géographie;Capitales;ouverte;De quel pays Brasília est-elle la capitale ?;Brésil
823;Langue française & Linguistique;Mots, figures et étymologie;vrai/faux;Vrai ou faux : Figure de style consistant à répéter un mot en tête de phrase — Anaphore ?;Vrai
824;Géographie;Capitales;ouverte;Quelle est la capitale de Malte ?;La Valette
825;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Ukraine est Kampala ?;Faux (c'est Kiev)
826;Cinéma & Séries;Films, prix, répliques;vrai/faux;Vrai ou faux : Studio à l'origine de 'Toy Story' — Pixar ?;Vrai
827;Culture populaire;BD, mangas, jeux vidéo;vrai/faux;Vrai ou faux : Compilation d'images humoristiques virales en ligne — Meme ?;Vrai
828;Langue française & Linguistique;Mots, figures et étymologie;ouverte;Mot-valise formé de 'informatique' et 'automatique';Informatique
829;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Abolition de l'esclavage aux États-Unis ?;1865
830;Gastronomie;Plats & produits;vrai/faux;Vrai ou faux : Spécialité lyonnaise de charcuterie — Saucisson brioché ?;Vrai
831;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « La Peste » ?;Albert Camus
832;Géographie;Capitales;ouverte;De quel pays Bucarest est-elle la capitale ?;Roumanie
833;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Orgueil et Préjugés » ?;Jane Austen
834;Musique;Œuvres, genres, artistes;ouverte;Auteur de 'Hallelujah';Leonard Cohen
835;Géographie;Capitales;ouverte;De quel pays Copenhague est-elle la capitale ?;Danemark
836;Sport;Records & événements;vrai/faux;Vrai ou faux : Club ayant gagné le plus de Ligues des champions — Real Madrid ?;Vrai
837;Géographie;Capitales;vrai/faux;Vrai ou faux : Achgabat est la capitale de Turkménistan ?;Vrai
838;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Imprimerie à caractères mobiles est associé(e) à Johannes Gutenberg ?;Vrai
839;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Rwanda est Zagreb ?;Faux (c'est Kigali)
840;Géographie;Capitales;vrai/faux;Vrai ou faux : Bakou est la capitale de Azerbaïdjan ?;Vrai
841;Géographie;Capitales;ouverte;Quelle est la capitale de Bhoutan ?;Thimphou
842;Géographie;Capitales;ouverte;De quel pays Maputo est-elle la capitale ?;Mozambique
843;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : Le contrat social ?;Jean-Jacques Rousseau
844;Cinéma & Séries;Films, prix, répliques;ouverte;Festival de cinéma sur la Croisette;Cannes
845;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Irak est Buenos Aires ?;Faux (c'est Bagdad)
846;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Toni Morrison ?;Beloved
847;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Honduras est Ouagadougou ?;Faux (c'est Tegucigalpa)
848;Cinéma & Séries;Films, prix, répliques;ouverte;Film ayant obtenu l'Oscar du meilleur film en 1994;Forrest Gump
849;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Umberto Eco ?;Le Nom de la rose
850;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Heydar Aliyev Center » est de Zaha Hadid ?;Vrai
851;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1347 ?;Peste noire en Europe
852;Géographie;Capitales;vrai/faux;Vrai ou faux : Nairobi est la capitale de Kenya ?;Vrai
853;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Albert Camus ?;La Peste
854;Société & Médias;Réseaux, slogans, démographie;vrai/faux;Vrai ou faux : Plateforme de microblogging créée en 2006 — Twitter ?;Vrai
855;Géographie;Capitales;ouverte;De quel pays Sarajevo est-elle la capitale ?;Bosnie-Herzégovine
856;Géographie;Capitales;vrai/faux;Vrai ou faux : Kingston est la capitale de Jamaïque ?;Vrai
857;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Fallingwater » ?;Frank Lloyd Wright
858;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Maldives est Helsinki ?;Faux (c'est Malé)
859;Géographie;Capitales;ouverte;Quelle est la capitale de Ouzbékistan ?;Tachkent
860;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Romain Gary ?;La Promesse de l'aube
861;Géographie;Capitales;ouverte;Quelle est la capitale de Biélorussie ?;Minsk
862;Musique;Œuvres, genres, artistes;ouverte;Roi de la pop;Michael Jackson
863;Géographie;Capitales;vrai/faux;Vrai ou faux : Stockholm est la capitale de Suède ?;Vrai
864;Nature & Environnement;Faune, flore et climat;ouverte;Plus grand désert chaud du monde;Sahara
865;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1871 ?;Commune de Paris
866;Géographie;Capitales;vrai/faux;Vrai ou faux : Douchanbé est la capitale de Tadjikistan ?;Vrai
867;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Turquie est La Paz ?;Faux (c'est Ankara)
868;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Soudan est Zagreb ?;Faux (c'est Khartoum)
869;Géographie;Capitales;vrai/faux;Vrai ou faux : Brazzaville est la capitale de Congo ?;Vrai
870;Géographie;Capitales;vrai/faux;Vrai ou faux : Reykjavik est la capitale de Islande ?;Vrai
871;Culture populaire;BD, mangas, jeux vidéo;ouverte;Héroïne de la franchise 'The Legend of Zelda';Zelda
872;Langue française & Linguistique;Mots, figures et étymologie;vrai/faux;Vrai ou faux : Langue la plus parlée au monde (locuteurs natifs) — Mandarin ?;Vrai
873;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Plus grand organe du corps humain — La peau ?;Vrai
874;Médecine & Corps humain;Anatomie/Soins;ouverte;Médecin grec considéré comme le père de la médecine;Hippocrate
875;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : L'altruisme efficace ?;Peter Singer
876;Géographie;Capitales;ouverte;Quelle est la capitale de Pérou ?;Lima
877;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Pyramide du Louvre » est de Ieoh Ming Pei ?;Vrai
878;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Microprocesseur ?;Intel (Ted Hoff)
879;Technologies du quotidien;Objets & internet;vrai/faux;Vrai ou faux : Application qui a popularisé les vidéos courtes verticales — TikTok ?;Vrai
880;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Clé USB est associé(e) à Dov Moran (M-Systems) ?;Vrai
881;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Pakistan est Ouagadougou ?;Faux (c'est Islamabad)
882;Sport;Records & événements;vrai/faux;Vrai ou faux : Tennis : « GOAT » aux 24 titres du Grand Chelem — Novak Djokovic ?;Vrai
883;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Post-it ?;Art Fry
884;Géographie;Capitales;ouverte;De quel pays Sofia est-elle la capitale ?;Bulgarie
885;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Carré noir » ?;Kazimir Malevitch
886;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Fiodor Dostoïevski ?;Crime et Châtiment
887;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1919 ?;Traité de Versailles
888;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « La Nuit étoilée » est de Vincent van Gogh ?;Vrai
889;Théâtre & Danse;Pièces, opéras, ballets;vrai/faux;Vrai ou faux : Auteur de 'Phèdre' — Jean Racine ?;Vrai
890;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Sri Lanka est Astana ?;Faux (c'est Colombo)
891;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Jimson Weed » ?;Georgia O'Keeffe
892;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : World Wide Web est associé(e) à Tim Berners-Lee ?;Vrai
893;Géographie;Capitales;vrai/faux;Vrai ou faux : Dublin est la capitale de Irlande ?;Vrai
894;Géographie;Capitales;ouverte;Quelle est la capitale de Corée du Nord ?;Pyongyang
895;Géographie;Capitales;ouverte;De quel pays Skopje est-elle la capitale ?;Macédoine du Nord
896;Musique;Œuvres, genres, artistes;vrai/faux;Vrai ou faux : Groupe de 'Smells Like Teen Spirit' — Nirvana ?;Vrai
897;Culture populaire;BD, mangas, jeux vidéo;ouverte;Jeu vidéo le plus vendu de tous les temps (2024);Minecraft
898;Théâtre & Danse;Pièces, opéras, ballets;ouverte;Ballet russe créé par Diaghilev en 1913;Le Sacre du printemps
899;Géographie;Capitales;ouverte;De quel pays Malé est-elle la capitale ?;Maldives
900;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Argentine est Oulan-Bator ?;Faux (c'est Buenos Aires)
901;Géographie;Capitales;ouverte;De quel pays Abuja est-elle la capitale ?;Nigeria
902;Géographie;Capitales;ouverte;Quelle est la capitale de Guatemala ?;Guatemala
903;Économie & Finance;Concepts & crises;ouverte;Indice boursier phare de la France;CAC 40
904;Culture populaire;BD, mangas, jeux vidéo;vrai/faux;Vrai ou faux : Super-héros possédant un marteau nommé Mjölnir — Thor ?;Vrai
905;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Le Crime de l'Orient-Express » est de Agatha Christie ?;Vrai
906;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Photographie est associé(e) à Nicéphore Niépce ?;Vrai
907;Géographie;Capitales;ouverte;De quel pays Islamabad est-elle la capitale ?;Pakistan
908;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Jour de dépassement (Overshoot Day) mesure quoi ? — La date où l'humanité a consommé les ressources annuelles de la Terre ?;Vrai
909;Géographie;Capitales;ouverte;De quel pays Damas est-elle la capitale ?;Syrie
910;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Le Petit Prince » ?;Antoine de Saint-Exupéry
911;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Azerbaïdjan est Naypyidaw ?;Faux (c'est Bakou)
912;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : Le stoïcisme ?;Zénon de Citium
913;Théâtre & Danse;Pièces, opéras, ballets;ouverte;Danse traditionnelle argentine en couple;Tango
914;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Nom de la maladie de la vache folle — Encéphalopathie spongiforme bovine ?;Vrai
915;Économie & Finance;Concepts & crises;vrai/faux;Vrai ou faux : Accord commercial nord-américain, sigle — ALENA ?;Vrai
916;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Peter Singer ?;L'altruisme efficace
917;Géographie;Capitales;ouverte;Quelle est la capitale de Colombie ?;Bogota
918;Droit & Justice;Institutions & textes;ouverte;Traité garantissant la protection des réfugiés (ONU);Convention de Genève de 1951
919;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Pandémie de COVID-19 déclarée par l'OMS ?;2020
920;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Le Petit Prince » est de Antoine de Saint-Exupéry ?;Vrai
921;Géographie;Capitales;ouverte;Quelle est la capitale de Israël ?;Jérusalem
922;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Frankenstein » ?;Mary Shelley
923;Géographie;Capitales;vrai/faux;Vrai ou faux : Sarajevo est la capitale de Bosnie-Herzégovine ?;Vrai
