id;theme;soustheme;type;question;reponse
679;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Si par une nuit d'hiver un voyageur » est de Italo Calvino ?;Vrai
680;Médecine & Corps humain;Anatomie/Soins;ouverte;Nom de l'os du bras entre épaule et coude;L'humérus
681;Géographie;Capitales;ouverte;De quel pays Addis-Abeba est-elle la capitale ?;Éthiopie
682;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « La Route » ?;Cormac McCarthy
683;Nature & Environnement;Faune, flore et climat;ouverte;Gaz à effet de serre le plus abondant;CO2
684;Géographie;Capitales;ouverte;Quelle est la capitale de Bahreïn ?;Manama
685;Culture populaire;BD, mangas, jeux vidéo;ouverte;Super-héros possédant un marteau nommé Mjölnir;Thor
686;Géographie;Capitales;vrai/faux;Vrai ou faux : La Valette est la capitale de Malte ?;Vrai
687;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « La Route » est de Cormac McCarthy ?;Vrai
688;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1453 ?;Chute de Constantinople
689;Histoire;Dates clés;vrai/faux;Vrai ou faux : Commune de Paris a eu lieu en 1871 ?;Vrai
690;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : Simone de Beauvoir est lié à Le féminisme existentialiste ?;Vrai
691;Gastronomie;Plats & produits;ouverte;Spiritueux japonais à base de riz;Saké
692;Géographie;Capitales;ouverte;Quelle est la capitale de Égypte ?;Le Caire
693;Technologies du quotidien;Objets & internet;ouverte;Réseau d'objets connectés en anglais;Internet of Things
694;Géographie;Capitales;vrai/faux;Vrai ou faux : Dacca est la capitale de Bangladesh ?;Vrai
695;Géographie;Capitales;vrai/faux;Vrai ou faux : Tirana est la capitale de Albanie ?;Vrai
696;Médecine & Corps humain;Anatomie/Soins;ouverte;Date du premier cœur artificiel implanté avec succès;1982
697;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Nom de l'os du bras entre épaule et coude — L'humérus ?;Vrai
698;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : Pierre Bourdieu est lié à L'habitus ?;Vrai
699;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Je sais pourquoi chante l'oiseau en cage » ?;Maya Angelou
700;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Le Comte de Monte-Cristo » est de Alexandre Dumas ?;Vrai
701;Transports & Explorations;Explorations & engins;ouverte;Premier homme à traverser l'Atlantique en avion en solitaire;Charles Lindbergh
702;Langue française & Linguistique;Mots, figures et étymologie;ouverte;Figure de style consistant à répéter un mot en tête de phrase;Anaphore
703;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : Peter Singer est lié à L'altruisme efficace ?;Vrai
704;Géographie;Capitales;vrai/faux;Vrai ou faux : Abuja est la capitale de Nigeria ?;Vrai
705;Médecine & Corps humain;Anatomie/Soins;ouverte;Hormone régulant la glycémie;L'insuline
706;Géographie;Capitales;ouverte;Quelle est la capitale de Équateur ?;Quito
707;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : L'ataraxie ?;Epicure
708;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Four à micro-ondes ?;Percy Spencer
709;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Laser ?;Theodore Maiman
710;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Oman est Caracas ?;Faux (c'est Mascate)
711;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Traité de Rome (CEE) ?;1957
712;Géographie;Capitales;ouverte;De quel pays Paris est-elle la capitale ?;France
713;Géographie;Capitales;vrai/faux;Vrai ou faux : Riyad est la capitale de Arabie saoudite ?;Vrai
714;Géographie;Capitales;ouverte;De quel pays Kinshasa est-elle la capitale ?;République démocratique du Congo
715;Technologies du quotidien;Objets & internet;ouverte;Application qui a popularisé les vidéos courtes verticales;TikTok
716;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Vietnam est Tokyo ?;Faux (c'est Hanoï)
717;Médecine & Corps humain;Anatomie/Soins;ouverte;Maladie causée par le VIH;Le SIDA
718;Langue française & Linguistique;Mots, figures et étymologie;ouverte;Différence entre homonyme et homophone;Homophone: son identique, Homonyme: sens différents même forme
719;Technologies du quotidien;Objets & internet;vrai/faux;Vrai ou faux : Protocole qui sécurise les sites web (https) — TLS ?;Vrai
720;Géographie;Capitales;ouverte;De quel pays Gaborone est-elle la capitale ?;Botswana
721;Géographie;Capitales;ouverte;De quel pays Vienne est-elle la capitale ?;Autriche
722;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Jackson Pollock ?;Number 1A
723;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « American Gods » ?;Neil Gaiman
724;Cinéma & Séries;Films, prix, répliques;vrai/faux;Vrai ou faux : Personnage qui dit 'Hasta la vista, baby' — Terminator ?;Vrai
725;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Les Ménines » ?;Diego Velázquez
726;Politique & Institutions;Chefs d'État & organisations;ouverte;Chef d'État sud-africain libéré en 1990 et élu en 1994;Nelson Mandela
727;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Victor Hugo ?;Les Misérables
728;Géographie;Capitales;ouverte;De quel pays Mogadiscio est-elle la capitale ?;Somalie
729;Transports & Explorations;Explorations & engins;vrai/faux;Vrai ou faux : Premier satellite artificiel — Spoutnik 1 ?;Vrai
730;Langue française & Linguistique;Mots, figures et étymologie;vrai/faux;Vrai ou faux : Mot français le plus long (souvent cité) — Anticonstitutionnellement ?;Vrai
731;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Bulgarie est Kigali ?;Faux (c'est Sofia)
732;Gastronomie;Plats & produits;ouverte;Plat national espagnol à base de riz;Paella
733;Géographie;Capitales;ouverte;Quelle est la capitale de Vietnam ?;Hanoï
734;Géographie;Capitales;ouverte;De quel pays Jakarta est-elle la capitale ?;Indonésie
735;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Platon ?;La théorie des Idées
736;Langue française & Linguistique;Mots, figures et étymologie;ouverte;Anglicisme pour 'brunch' signifie;Petit-déjeuner + déjeuner
737;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Don Quichotte » est de Miguel de Cervantès ?;Vrai
738;Droit & Justice;Institutions & textes;ouverte;Âge de la majorité civile en France;18 ans
739;Droit & Justice;Institutions & textes;ouverte;Droit accordé aux femmes de voter en France : année;1944
740;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1917 ?;Révolution russe
741;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Karl Marx ?;Le matérialisme historique
742;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Arménie est Abuja ?;Faux (c'est Erevan)
743;Géographie;Capitales;ouverte;De quel pays Santiago est-elle la capitale ?;Chili
744;Géographie;Capitales;ouverte;Quelle est la capitale de Inde ?;New Delhi
745;Géographie;Capitales;ouverte;Quelle est la capitale de Mozambique ?;Maputo
746;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Déclaration universelle des droits de l'homme ?;1948
747;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Iran est Djibouti ?;Faux (c'est Téhéran)
748;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : La justice comme équité ?;John Rawls
749;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Brésil est Kiev ?;Faux (c'est Brasília)
750;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Pénicilline ?;Alexander Fleming
751;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Le Meilleur des mondes » ?;Aldous Huxley
752;Nature & Environnement;Faune, flore et climat;ouverte;Parc national emblématique américain créé en 1872;Yellowstone
753;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Jennifer Doudna et Emmanuelle Charpentier ?;CRISPR-Cas9
754;Géographie;Capitales;ouverte;De quel pays Bruxelles est-elle la capitale ?;Belgique
755;Géographie;Capitales;ouverte;De quel pays Bakou est-elle la capitale ?;Azerbaïdjan
756;Géographie;Capitales;ouverte;De quel pays Douchanbé est-elle la capitale ?;Tadjikistan
757;Histoire;Dates clés;vrai/faux;Vrai ou faux : Fin officielle de l'apartheid en Afrique du Sud a eu lieu en 1994 ?;Vrai
758;Théâtre & Danse;Pièces, opéras, ballets;ouverte;Opéra 'Carmen' compositeur;Georges Bizet
759;Géographie;Capitales;ouverte;De quel pays Bratislava est-elle la capitale ?;Slovaquie
760;Géographie;Capitales;vrai/faux;Vrai ou faux : Amsterdam est la capitale de Pays-Bas ?;Vrai
761;Géographie;Capitales;ouverte;Quelle est la capitale de Bahamas ?;Nassau
762;Histoire;Dates clés;vrai/faux;Vrai ou faux : Magna Carta signée en Angleterre a eu lieu en 1215 ?;Vrai
763;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : John Locke est lié à L'empirisme ?;Vrai
764;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Herman Melville ?;Moby Dick
765;Géographie;Capitales;vrai/faux;Vrai ou faux : Gitega est la capitale de Burundi ?;Vrai
766;Économie & Finance;Concepts & crises;vrai/faux;Vrai ou faux : Prix Nobel d'économie 2001 pour l'asymétrie d'information — Joseph Stiglitz ?;Vrai
767;Histoire;Dates clés;vrai/faux;Vrai ou faux : Couronnement de Charlemagne a eu lieu en 800 ?;Vrai
768;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Os le plus long du corps humain — Le fémur ?;Vrai
769;Médecine & Corps humain;Anatomie/Soins;ouverte;Nom de la vitamine C;Acide ascorbique
770;Géographie;Capitales;ouverte;De quel pays Djouba est-elle la capitale ?;Soudan du Sud
771;Géographie;Capitales;ouverte;Quelle est la capitale de Oman ?;Mascate
772;Géographie;Capitales;ouverte;Quelle est la capitale de Djibouti ?;Djibouti
773;Géographie;Capitales;vrai/faux;Vrai ou faux : Séoul est la capitale de Corée du Sud ?;Vrai
774;Géographie;Capitales;ouverte;Quelle est la capitale de République démocratique du Congo ?;Kinshasa
775;Société & Médias;Réseaux, slogans, démographie;vrai/faux;Vrai ou faux : Premier journal quotidien français — La Presse (1836) ?;Vrai
776;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Ray Bradbury ?;Fahrenheit 451
777;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Impasse des deux palais » ?;Naguib Mahfouz
778;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Seychelles est Oulan-Bator ?;Faux (c'est Victoria)
779;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Percy Spencer ?;Four à micro-ondes
780;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Robert Jarvik ?;Cœur artificiel
781;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Le Nom de la rose » ?;Umberto Eco
782;Cinéma & Séries;Films, prix, répliques;vrai/faux;Vrai ou faux : Acteur principal de 'Forrest Gump' — Tom Hanks ?;Vrai
783;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Le Seigneur des Anneaux » ?;J. R. R. Tolkien
784;Histoire;Dates clés;vrai/faux;Vrai ou faux : Baptême de Clovis a eu lieu en 496 ?;Vrai
785;Géographie;Capitales;vrai/faux;Vrai ou faux : Naypyidaw est la capitale de Myanmar ?;Vrai
786;Géographie;Capitales;ouverte;De quel pays Ottawa est-elle la capitale ?;Canada
787;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Pacemaker implantable ?;Paul Zoll
788;Économie & Finance;Concepts & crises;ouverte;Prix Nobel d'économie 2001 pour l'asymétrie d'information;Joseph Stiglitz
789;Théâtre & Danse;Pièces, opéras, ballets;vrai/faux;Vrai ou faux : Opéra 'Carmen' compositeur — Georges Bizet ?;Vrai
790;Géographie;Capitales;ouverte;Quelle est la capitale de Japon ?;Tokyo
791;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Albert Camus ?;L'absurde
792;Histoire;Dates clés;vrai/faux;Vrai ou faux : Bombardement d'Hiroshima a eu lieu en 1945 ?;Vrai
793;Géographie;Capitales;vrai/faux;Vrai ou faux : Tegucigalpa est la capitale de Honduras ?;Vrai
794;Nature & Environnement;Faune, flore et climat;ouverte;Forêt tropicale couvrant l'Amazonie;Amazonie
795;Gastronomie;Plats & produits;vrai/faux;Vrai ou faux : Pâte italienne farcie de viande ou ricotta — Ravioli ?;Vrai
796;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Marilyn Diptych » ?;Andy Warhol
797;Géographie;Capitales;vrai/faux;Vrai ou faux : Caracas est la capitale de Venezuela ?;Vrai
798;Technologies du quotidien;Objets & internet;vrai/faux;Vrai ou faux : Système d'exploitation mobile de Google — Android ?;Vrai
799;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « La Naissance de Vénus » ?;Sandro Botticelli
800;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : CRISPR-Cas9 ?;Jennifer Doudna et Emmanuelle Charpentier
801;Langue française & Linguistique;Mots, figures et étymologie;ouverte;Académie française fondée en;1635
802;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de El Salvador est Antananarivo ?;Faux (c'est San Salvador)
803;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Printemps arabe ?;2011
804;Géographie;Capitales;ouverte;Quelle est la capitale de Turquie ?;Ankara
805;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Moteur à explosion ?;Étienne Lenoir
806;Sport;Records & événements;ouverte;Record du 100 m masculin (9,58 s);Usain Bolt
807;Médecine & Corps humain;Anatomie/Soins;ouverte;Découverte du vaccin contre la variole;Edward Jenner
808;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « À la recherche du temps perdu » est de Marcel Proust ?;Vrai
809;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Bangladesh est Séoul ?;Faux (c'est Dacca)
810;Géographie;Capitales;ouverte;De quel pays San Salvador est-elle la capitale ?;El Salvador
811;Géographie;Capitales;ouverte;De quel pays Berne est-elle la capitale ?;Suisse
812;Géographie;Capitales;vrai/faux;Vrai ou faux : Colombo est la capitale de Sri Lanka ?;Vrai
813;Sport;Records & événements;ouverte;Sport pratiqué par Michael Phelps;Natation
814;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 496 ?;Baptême de Clovis
815;Histoire;Dates clés;vrai/faux;Vrai ou faux : Printemps arabe a eu lieu en 2011 ?;Vrai
816;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Jules Verne ?;Vingt mille lieues sous les mers
817;Société & Médias;Réseaux, slogans, démographie;ouverte;Série de comics 'Spider-Man' publiée par;Marvel
818;Géographie;Capitales;vrai/faux;Vrai ou faux : Paris est la capitale de France ?;Vrai
819;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « La Servante écarlate » ?;Margaret Atwood
820;Géographie;Capitales;ouverte;Quelle est la capitale de Russie ?;Moscou
821;Géographie;Capitales;ouverte;De quel pays Manama est-elle la capitale ?;Bahreïn
822;Géographie;Capitales;ouverte;De quel pays Brasília est-elle la capitale ?;Brésil
823;Langue française & Linguistique;Mots, figures et étymologie;vrai/faux;Vrai ou faux : Figure de style consistant à répéter un mot en tête de phrase — Anaphore ?;Vrai
824;Géographie;Capitales;ouverte;Quelle est la capitale de Malte ?;La Valette
825;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Ukraine est Kampala ?;Faux (c'est Kiev)
826;Cinéma & Séries;Films, prix, répliques;vrai/faux;Vrai ou faux : Studio à l'origine de 'Toy Story' — Pixar ?;Vrai
827;Culture populaire;BD, mangas, jeux vidéo;vrai/faux;Vrai ou faux : Compilation d'images humoristiques virales en ligne — Meme ?;Vrai
828;Langue française & Linguistique;Mots, figures et étymologie;ouverte;Mot-valise formé de 'informatique' et 'automatique';Informatique
829;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Abolition de l'esclavage aux États-Unis ?;1865
830;Gastronomie;Plats & produits;vrai/faux;Vrai ou faux : Spécialité lyonnaise de charcuterie — Saucisson brioché ?;Vrai
831;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « La Peste » ?;Albert Camus
832;Géographie;Capitales;ouverte;De quel pays Bucarest est-elle la capitale ?;Roumanie
833;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Orgueil et Préjugés » ?;Jane Austen
834;Musique;Œuvres, genres, artistes;ouverte;Auteur de 'Hallelujah';Leonard Cohen
835;Géographie;Capitales;ouverte;De quel pays Copenhague est-elle la capitale ?;Danemark
836;Sport;Records & événements;vrai/faux;Vrai ou faux : Club ayant gagné le plus de Ligues des champions — Real Madrid ?;Vrai
837;Géographie;Capitales;vrai/faux;Vrai ou faux : Achgabat est la capitale de Turkménistan ?;Vrai
838;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Imprimerie à caractères mobiles est associé(e) à Johannes Gutenberg ?;Vrai
839;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Rwanda est Zagreb ?;Faux (c'est Kigali)
840;Géographie;Capitales;vrai/faux;Vrai ou faux : Bakou est la capitale de Azerbaïdjan ?;Vrai
841;Géographie;Capitales;ouverte;Quelle est la capitale de Bhoutan ?;Thimphou
842;Géographie;Capitales;ouverte;De quel pays Maputo est-elle la capitale ?;Mozambique
843;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : Le contrat social ?;Jean-Jacques Rousseau
